Pulsating Sphere-symmetric model
GENERAL INFORMATION
0,0,2
1.21,343
54.5901,0,0
NODES
193
BOUNDARY CONDITIONS
1
1,304,0,0,0,1,0,-1,0
FIELD POINTS
3
2.0,0.0,0.0
3.0,0.0,0.0
0.0,2.0,0.0
CHIEF POINTS
1
0,0,0
SOLVE
